,Date,STDAlbedo,STDAlgae,STDDensity,STDDust,STDGrain,meanAlbedo,meanAlgae,meanDensity,meanDust,meanGrain,DOY
0,2016-06-01,0.19939161965252966,63229.012015172586,279.7052247438902,43714.49771025388,9645.599716964667,0.3316713455266533,15293.685642058257,632.5102523386586,20386.99844454068,12096.559068097293,153
1,2016-06-04,0.12539603164625054,5597.394440460398,70.17290986342623,25103.093582414946,1470.8076634692322,0.8466763103168305,295.1029575178506,791.7726403505915,6911.132824599398,3140.352010270224,156
2,2016-06-07,0.1238730809895211,14506.374784564056,81.36505475026453,29791.54236375288,2499.6148458448065,0.7536690894738791,1295.1165907701186,790.8875026413217,10926.605030710767,3455.5031476394483,159
3,2016-06-10,0.14252882486696658,10551.737737002386,103.55810432478977,22820.81394602096,4038.1224980192414,0.6984230297134721,1034.0529530692397,795.0086283105652,8201.187536898391,4192.567919148829,162
4,2016-06-13,0.17655378835357236,13188.575282406597,146.9844163341857,16970.116325298313,5669.428169450087,0.5759710544084078,1594.4690244667072,743.7723221872017,7258.8035249330505,6890.1449937443795,165
5,2016-06-16,0.2107451852187744,23866.660943760602,159.02729683329468,34002.821208648435,5719.285330122804,0.5554521424672794,4074.341460640677,720.5545183074686,19008.60655806057,7641.216263922939,168
6,2016-06-19,0.13892907511075875,8891.403717419993,112.57767002459259,27473.917991864633,2737.6383853956922,0.7228266204605199,1238.796834376938,757.9875648884619,14527.366948706644,3527.0709818226646,171
7,2016-06-22,0.17095788383801053,12160.995219267901,137.79314789857108,33898.72613437961,3326.277202798747,0.7756925221438554,1743.8773752839572,774.8361911565936,25319.582259765262,3020.079184622001,174
8,2016-06-25,0.12400212027491518,5587.983598748534,134.17814363391085,35660.75898044638,3508.725286778501,0.5906505737416656,703.7017201896083,719.6722646630867,29978.148011773632,6115.778522565141,177
9,2016-06-28,0.14741487568593306,3694.001128579662,152.45484096987747,29293.096958269663,1822.1393529126572,0.7379389398328773,958.5401074592148,699.1820251333064,16192.498754023225,3675.284968923513,180
10,2016-07-01,0.15436451217126032,9247.540201496942,180.20479454996757,37368.610304849484,1931.1934701223768,0.7931051492230393,2248.5298422480164,700.7541609891382,24805.19880149332,2841.9719243405766,183
11,2016-07-04,0.16157575106560573,17980.506417107812,219.0446705683847,48687.913465469675,2145.1583284272633,0.8297740921099974,4029.466884322254,696.158286533825,35229.24967407301,3201.4495520128557,186
12,2016-07-07,0.2046343807461392,21536.509498409607,142.30332344843717,38000.34763248569,4391.317893738388,0.6684960263716719,3734.9127655786797,734.2834057294891,25526.51203294665,5375.803719298354,189
13,2016-07-10,0.23065167117130395,28274.94812395487,167.17284983864022,49071.55069748333,4906.233728770053,0.7000460891592769,5276.881087867782,738.3006361876736,35777.723835326506,5192.758009859524,192
14,2016-07-13,0.1508574659996386,24268.220094515098,145.71763121361826,35605.00177805647,4536.484144733964,0.5545045674952351,4739.317485494608,718.3643790407853,21306.576216154343,6779.928268803261,195
15,2016-07-16,0.1601575625283317,32018.01390071157,148.53615930113898,23344.521334859102,4999.7219004972085,0.532994696250568,7538.487387856218,715.2384706642108,9673.374718431403,7317.997683667866,198
16,2016-07-19,0.1662773209765683,35055.546918482454,160.5325273674329,31652.024357599155,5227.962374499521,0.5587679185198859,8494.60847084761,729.5190707431917,14022.51093187705,6672.383756815076,201
17,2016-07-22,0.16074431761403996,34392.66037963103,167.81312960662942,15202.514609317575,5003.247968380182,0.4641724046039055,9470.508306893884,677.0539146305698,4744.223352409325,9655.925662732236,204
18,2016-07-25,0.1693808456979651,41723.029988187154,172.50022264402747,18407.635457377004,5021.435879294606,0.4596805818780527,13267.55816890462,664.9155172010485,7060.463280135641,9448.721186919784,207
19,2016-07-28,0.17010358721621266,44325.48543003115,174.95963607746438,19422.800504212068,4931.702855021434,0.4516698514879697,14996.884204311162,654.5900813350172,8097.727511963078,9527.981507043474,210
20,2016-07-31,0.1707833903591804,48814.23461300095,182.01064648335685,24862.36708201668,4999.218991249181,0.4448979621447109,16638.304626248533,654.7756807294827,12303.44124639469,9744.345737089192,213
21,2016-08-03,0.17225161264945693,54750.80904773084,192.44561121714955,32856.90982273055,5125.160110590826,0.4379140250823331,18531.285269470518,654.7673467435642,17307.694831538494,9968.56428377397,216
22,2016-08-06,0.17747382247234678,50730.067047848475,182.03611299073287,37945.88717074042,5265.3990046401095,0.4798775702973844,15763.842839719951,655.6662343980412,19252.620839146468,8619.474961353164,219
23,2016-08-09,0.16282492135636567,38721.98773136665,179.58187755084995,26453.596966668993,5057.598402772457,0.4568330385802145,11842.7099311675,659.4265674472275,13952.743698627268,9458.123162305244,222
24,2016-08-12,0.1645078005819206,42491.69573604567,188.7883105343053,34352.635088221585,5270.389614955437,0.466582057774789,13864.66268586967,668.7123308839184,19027.111629779254,9251.444419213423,225
25,2016-08-15,0.16454390957663348,50691.68528237192,184.72232159925872,24966.50942355286,4798.668885507772,0.4226795633512386,18716.875387888955,629.4525443889557,11672.251234712505,10296.130289908237,228
26,2016-08-18,0.15841302678224112,41373.74614933576,177.6930113251541,26080.776355704005,4930.365731209091,0.4540717336448277,13290.788320846705,652.0170957756376,12731.247826431905,9510.0379899297,231
27,2016-08-21,0.1554337116857134,28052.15816686812,161.03361880589506,27903.51648880785,4917.131819151125,0.4965485933574768,7517.146237123216,671.9703212493133,13779.857229367308,8365.834930179119,234
28,2016-08-24,0.17208473127709958,33047.28158611085,178.22388950734063,28250.527833050062,4826.189276122647,0.43434207908063055,9479.25404753449,632.506973783632,18884.7468967058,10614.280541062331,237
29,2016-08-27,0.16893180738348246,31928.157156725043,172.10168517049578,26335.099214937465,4694.66179920049,0.44219696458905977,9431.52379832338,638.919707617181,18131.56273731382,10344.693418305593,240
30,2016-08-30,0.16624869375886564,31022.545894424125,166.46361025283267,24532.92090430374,4581.482952087501,0.4498834246287714,9393.956693067768,645.1973969892847,17389.95500910554,10077.656450088729,243
31,2017-06-01,0.2357958936062925,39335.051646084285,317.1780052762395,46249.878732504236,10252.316832652708,0.3393459944479233,8498.170668247098,579.4653288300243,23947.162744174,14344.376284917287,152
32,2017-06-04,0.08297142960890277,6133.7387473879835,38.36134288509385,12724.029135181177,1583.890097756253,0.7518863528963233,286.56862453706884,798.1537607166564,3383.0664852502264,3217.183106575324,155
33,2017-06-07,0.10209051959562764,5606.605753810922,58.13545261774321,22191.79257558448,1848.0714765183475,0.7394315234695017,331.8894222838063,787.3282505101778,7687.375430067289,3507.2817138946543,158
34,2017-06-10,0.1228842184833478,10401.228384854192,94.93517262489307,27357.926466590616,2646.7832800947767,0.6937026728860878,1328.4670054925987,769.7201898743498,12542.219485155678,4004.891273479228,161
35,2017-06-13,0.13430461182063186,13216.656134634506,87.5227099129167,15372.263534519083,3296.835923589694,0.6805921130167851,1338.2300914772825,775.6209916049456,3821.560336259033,4285.135976695666,164
36,2017-06-16,0.12942739190952976,14426.006358597822,86.92576508109663,18711.488675025048,3323.369075478221,0.6803839950632402,1401.3980275461195,779.1315553355953,5098.184330826738,4221.450253958324,167
37,2017-06-19,0.12950169586230806,17234.103573661003,91.63789640763927,22827.44122118828,3441.3371705507525,0.6783993090392464,1807.8191615193741,781.3069947406159,6561.062490387966,4218.922765475425,170
38,2017-06-22,0.13103210723509515,20541.93553891233,98.57220894299984,27380.381880401383,3590.931926407077,0.6763655010442069,2255.1281903569948,783.4824341456366,8059.756600798403,4236.123037246284,173
39,2017-06-25,0.0953627094776632,6741.506188083345,51.19782556307071,19289.830425343178,1732.1528361548035,0.7580952750611908,529.3905430690395,799.9393578105426,5858.650325448597,3151.098360178173,176
40,2017-06-28,0.10744470703165176,9079.965321383112,75.346967168225,23754.946809137004,2719.5119090150893,0.6712659285635322,803.9006661961338,787.4380453371969,8094.847650846967,3865.530638674084,179
41,2017-07-01,0.14786946639354726,13290.098457966904,118.95563014368179,35837.65998182941,3837.497737393359,0.6009194761210388,1217.1464212883266,796.1232298198239,13232.320860952734,4195.15681533532,182
42,2017-07-04,0.19379220387728893,6425.339312102247,145.51597087402325,26270.963210372418,2145.537359442987,0.8634235696689897,863.5002640515604,751.7116674478067,7424.207232972702,3439.047729522998,185
43,2017-07-07,0.07542708969701391,7178.424871615315,45.419083459815376,8240.077560319865,1365.2063910247425,0.7940367810831672,373.1654211535386,793.6530096706202,1008.876864002185,3190.7700896266333,188
44,2017-07-10,0.1626726052091988,20267.906576256308,112.3214720027988,15015.791238220445,3664.986385010105,0.6874053971001288,7377.126815034071,759.0287698426256,3307.9003503573854,4490.699502653778,191
45,2017-07-13,0.10976726742820726,2216.865427756627,97.188791552999,15299.285299185707,322.6626014887721,0.8418051962040068,528.7217852742301,768.5153385384302,3899.8008065411855,3051.449429847852,194
46,2017-07-16,0.16851092013761554,17389.144944337368,157.4858666713212,35635.362725845276,4115.844920885064,0.640395118347991,2281.117535059232,742.3069700317833,14040.960698557195,4478.999072383658,197
47,2017-07-19,0.11998747616871296,12786.634780076509,109.69648800247737,20011.481586253845,1643.7985965800476,0.883462923686759,1685.0112034987085,814.7716327102034,6834.1789522869185,3174.3447452343803,200
48,2017-07-22,0.15297320925561578,13838.057303706179,120.48359727024078,20946.94638314913,3962.282610646654,0.6466424405072967,1747.1905899193964,744.9878572863156,6824.5498858264145,5045.972876187462,203
49,2017-07-25,0.15990596742783647,11954.669346924231,132.5569841058926,18862.03332047321,4733.771897736629,0.6020847262634162,1525.3614977354455,739.7682258159504,7105.627299588715,5908.3837997954515,206
50,2017-07-28,0.19952749082556728,30506.296988904272,168.08201254233768,12030.328041921612,5551.895166540007,0.5276673844832656,7358.474160812476,685.5401817341892,2526.20359177618,7992.6498299906725,209
51,2017-07-31,0.18767610047247693,30213.280465555894,158.92723811139058,17745.506394727425,5407.228628902698,0.5603213864483034,6127.688324723962,713.9520632902559,4306.234635320733,7119.813082357558,212
52,2017-08-03,0.19439647612420666,29029.460324428823,156.7317442771531,17668.627201869625,5444.443098934989,0.550265954572632,6280.3610702730075,710.1753843181558,5680.496615493394,7631.510777166544,215
53,2017-08-06,0.17282836009071711,23551.073267378408,143.5504082845921,19563.2347168747,4922.025661540457,0.5549941782225251,4751.312562904544,718.0254682718128,7011.231760691268,7245.828467894145,218
54,2017-08-09,0.2268262651760582,24051.167442751608,161.18019834472108,28360.73342337797,4992.048905739416,0.5622146273729488,5126.186974626288,695.5700405673572,18140.330372304023,7908.2842074862365,221
55,2017-08-12,0.1909240133477432,35602.031882041585,167.77048610670462,19182.485757098326,5222.0063597155395,0.5034985761866555,10216.884445509102,675.0253804068842,6394.039311535712,8428.333228702511,224
56,2017-08-15,0.18582364554767167,31317.572482949912,167.5522861971006,26039.022680566202,5296.281974153398,0.548391186112822,7011.158332165305,704.6327311790149,9514.703524655097,7507.645125527858,227
