,Date,STDAlbedo,STDAlgae,STDDensity,STDDust,STDGrain,meanAlbedo,meanAlgae,meanDensity,meanDust,meanGrain,DOY
0,2016-06-01,0.16787312544248026,99521.04196611613,335.4128467433591,46985.124017266935,8493.411840851964,0.2619128074748139,38709.74857959303,459.5006834653996,29379.82980190648,17576.508182624377,153
1,2016-06-04,0.16828270857395553,97527.31989457674,339.7521996313389,45811.69435129714,8322.005989453417,0.2614343087960839,37929.298807880354,457.41973510106766,28539.173706715264,17304.76360272956,156
2,2016-06-07,0.13240499065592515,14028.309193069272,100.38681749883592,42151.15147898826,3011.590337448915,0.7158817854779299,1313.2987859433251,777.1869899195219,24183.30709243481,3403.2147671299213,159
3,2016-06-10,0.14123275686095765,14079.010736919541,91.89736886944172,27194.500619898525,4157.054306509111,0.6056605567703798,1501.1985538165009,783.1099130906425,15027.802307456754,5900.721706198038,162
4,2016-06-13,0.1556458868830421,16506.85779496356,108.47917673437107,32278.558562819737,4798.419206235266,0.5968556614479351,2049.4070229394893,795.0416851169002,19855.99645610213,6343.934193679426,165
5,2016-06-16,0.1710217584764198,19432.92476196991,130.50891151462582,38931.49852451592,5474.88602745943,0.5879129165017675,2647.0553894133604,806.9734571431583,25147.36703468191,6814.601127008511,168
6,2016-06-19,0.11399386575593914,8303.959707872185,118.67825473805931,35604.92607756781,2709.7844548803896,0.6616711466088895,1541.2395857542829,746.6881265780937,25636.831786906318,3505.5766039990804,171
7,2016-06-22,0.13605895792848274,11523.214670954514,151.14869473193477,43363.33847699558,3092.335433324686,0.7153690983914923,2204.483429356228,761.6171277691783,38986.62775473538,2760.009884333797,174
8,2016-06-25,0.12846383634491926,9516.158404839342,134.81408647664978,34461.241771758105,4056.9818845141717,0.5188115862651306,1099.94141452526,706.6691099609402,33250.105224358835,8473.789436417985,177
9,2016-06-28,0.14352971249821994,8925.491548911194,145.81902508086225,36242.497123460715,3922.0909016025316,0.5712528910924879,1633.9024587190936,690.1753886664028,35005.78706508192,6592.229862854425,180
10,2016-07-01,0.17535073788777722,12971.832151380702,176.70481335636512,46049.71653273652,4951.287959980147,0.5997793881971936,2933.932135197466,706.9589351444115,46105.20197563182,6126.35093761418,183
11,2016-07-04,0.2103879990954909,20157.081546459416,220.31499324684572,57366.86554725952,5776.012136959106,0.6218078551746216,4675.712985626722,717.5065862845059,60085.95703556673,6300.466597052332,186
12,2016-07-07,0.15049881429739828,21476.155873734817,158.9236804250165,39532.264976104685,4390.793349744065,0.5408661872247243,4513.341223110041,674.8725800685887,32563.63482944859,6910.536098603119,189
13,2016-07-10,0.16720514834317932,25929.557544425334,179.50095602106492,48349.82423425675,4907.817431884977,0.5618072609218747,6189.503617080833,673.7571769780702,40864.09964837584,6341.214063252666,192
14,2016-07-13,0.18539468529368794,32208.89289256991,204.5887629921856,57456.18655665969,5205.480234330308,0.5824648849251471,8254.860211051151,672.6417738875523,49295.47674096006,6169.356740071728,195
15,2016-07-16,0.14617861307687074,37113.66520786333,164.02232310639866,21274.545664583293,4514.921737610345,0.4485666845430527,10577.754276901216,669.3211054476435,8524.171267532158,9913.007022426844,198
16,2016-07-19,0.15109606771825745,39551.016782617815,173.56828205583682,26373.276181440124,4848.962369246859,0.4613925395930168,11373.731998464193,680.1836240756865,10885.726905645752,9510.582822602662,201
17,2016-07-22,0.1570482240233748,43488.49301566349,187.39168305065,31793.73656997803,5107.686831461063,0.4743628338273511,13324.27080888925,691.0461427037294,13332.01689720109,9191.614162916178,204
18,2016-07-25,0.14266430025520355,44275.059288758865,173.82003822731826,13610.291403927507,4007.3222699774956,0.40157480607748297,15553.98303669424,629.408680342114,3916.9555797635658,11442.420721342858,207
19,2016-07-28,0.1460249522637916,46961.384581839746,174.1727080611003,15908.245870584316,4062.5310262940807,0.4055277766590508,16974.19680844505,631.2086298671028,5456.483689861211,11112.914771218291,210
20,2016-07-31,0.14745088099029602,51322.13950844696,186.1394372134548,20442.039870679648,4211.591374546079,0.3968146408587343,18912.538822445724,633.183412297176,9133.620829571491,11549.5417107118,213
21,2016-08-03,0.14980515639160275,57441.306826592576,203.27985741898826,27990.153150435905,4456.57322163402,0.3879838906724801,21302.11716688392,635.0179839996349,13705.828529042452,11994.125441806973,216
22,2016-08-06,0.14868265461415306,61497.11272404414,186.79480926585427,35446.58960146266,4488.066838749054,0.4344565222486753,20320.608730623484,624.2633328764792,18165.237612673445,9663.210391081086,219
23,2016-08-09,0.14405283687644627,40022.32660760183,181.8025533955508,25697.235444071142,4335.168513842398,0.4168465263404616,13175.384163590308,636.5818502391778,13822.29072111955,10755.2543283183,222
24,2016-08-12,0.1447562222733277,46270.37627431088,196.52591216433862,32832.02731433012,4617.926118730558,0.41907596175053796,16285.994461279819,643.3375627035314,18468.191622138747,10828.14888759614,225
25,2016-08-15,0.15085463248587774,53499.52964779696,181.71192288213584,25552.32688945771,4172.568562236825,0.4093370093040297,20340.409842303954,615.8356884981478,12283.905324145406,10521.964908497806,228
26,2016-08-18,0.15814294914373542,48045.46023293778,182.8988052616895,29940.088561741646,4385.4618257726215,0.43990771672394857,17340.635402782915,634.912584449289,14451.258420193786,9777.19281929381,231
27,2016-08-21,0.1654312658015931,42591.390818078595,184.0856876412431,34327.85023402558,4598.355089308418,0.47047842414386737,14340.860963261875,653.9894804004304,16618.611516242167,9032.420730089812,234
28,2016-08-24,0.17271958245945077,37137.321403219416,185.27257002079676,38715.61190630952,4811.248352844215,0.5010491315637862,11341.086523740836,673.0663763515715,18785.964612290547,8287.648640885816,237
29,2016-08-27,0.18000789911730844,31683.251988360236,186.45945240035041,43103.373578593455,5024.141616380012,0.531619838983705,8341.312084219797,692.1432723027128,20953.317708338924,7542.87655168182,240
30,2016-08-30,0.1872962157751661,26229.182573501057,187.64633477990404,47491.13525087739,5237.034879915809,0.5621905464036239,5341.5376446987575,711.2201682538541,23120.670804387308,6798.104462477824,243
31,2017-06-01,0.1945845324330238,20775.113158641874,188.8332171594577,51878.89692316133,5449.928143451606,0.5927612538235427,2341.76320517772,730.2970642049954,25288.023900435684,6053.332373273827,152
32,2017-06-04,0.10228955443010204,8901.463378868288,54.856377615392994,18392.996020389863,2119.0053963290534,0.7149827593431934,551.478701171553,791.3773192485338,5703.710467961341,3592.8594066237597,155
33,2017-06-07,0.1061156889920416,11495.422025371809,60.67866996684546,24808.154874801112,2185.5373705943175,0.7275870561295411,777.264286903032,793.4308700759401,8920.181322705153,3493.9379545393163,158
34,2017-06-10,0.10685168167160493,9275.742601865035,67.17199526389831,19884.506854429743,2504.638118477333,0.6812048040671089,679.1832038082329,785.7837111937973,6973.582810691223,3910.8664314656203,161
35,2017-06-13,0.12078731670340882,12713.953780509268,78.8331154540935,17134.953094363493,2964.5296472297637,0.66271181929644,1148.3339726449271,781.0089109203905,5231.317809593572,4215.059496404901,164
36,2017-06-16,0.11773418913459005,14500.069202536586,80.78970421705804,20894.119953984107,3061.9777997552706,0.6573687631497377,1313.9358695507901,784.8218137537501,7625.909497656915,4141.802779142851,167
37,2017-06-19,0.12185950200090907,17638.756816643174,88.98942797448768,25951.192861187257,3226.435248009933,0.6507878441444414,1733.8205167692456,787.4132534001532,10316.459208315457,4176.313196144346,170
38,2017-06-22,0.12846845747930538,21181.6216508186,99.84631383795085,31702.333985663085,3423.222334187385,0.6441288003050785,2182.2833867697773,790.0046930465564,13065.330097242118,4257.936448665486,173
39,2017-06-25,0.14889676416326647,14588.310418159685,93.25475632217392,25578.25586064247,3411.6506065228423,0.6601966865634251,1511.213629536794,778.2778625435286,9709.221888053173,4429.608116559513,176
40,2017-06-28,0.16204946832638814,17862.439858309637,109.6347279926688,31823.80176072333,4002.188359461311,0.6170066679975811,1934.810171954635,781.8902118871288,12588.083195670779,4680.591276472177,179
41,2017-07-01,0.17715453453761495,21313.569281283504,129.91134669670922,38380.642559161424,4620.804751284353,0.5752714920123313,2374.787039159841,785.5025612307288,15534.653990364079,4936.913102942228,182
42,2017-07-04,0.17775620465735004,7804.9881577062915,136.0600781623756,23203.122278345087,2026.5620832092447,0.849620824902283,908.7609432297724,758.7355421953456,6106.168156368757,3328.470777178713,185
43,2017-07-07,0.10727279526711644,7246.745684384714,77.83740891881156,17788.289687612276,1781.2084328547412,0.8539306488917875,454.4385535865555,803.990279559476,6229.057000591665,3046.519983087209,188
44,2017-07-10,0.1513804980314962,20716.96372788016,103.52240113824928,20353.788802336872,3297.093963056509,0.677864144258429,2916.92566076003,765.2966582845662,6530.339066311572,4285.185627659212,191
45,2017-07-13,0.16527121256742724,175.91976567990463,26.91789275455333,16967.022455770617,1562.1037776342637,0.905613995972024,2.346874561526402,796.5494122875083,4891.180744885411,3493.9508562122082,194
