date,area1SN,area2SN,area3SN,area4SN,area5SN,area6SN
2018-06-10,8.7132,11.6796,7.0716,1.5168000000000001,9.5336,9.7908
2018-06-13,9.8872,12.0584,7.2532000000000005,1.5956000000000001,9.6704,10.415600000000001
2018-06-16,9.8872,12.0584,7.2532000000000005,1.5956000000000001,9.6704,10.415600000000001
2018-06-19,6.0572,6.5448,4.408,0.9896,2.2436000000000003,4.679600000000001
2018-06-22,6.0572,6.5448,4.408,0.9896,2.2436000000000003,4.679600000000001
2018-06-25,6.0572,6.5448,4.408,0.9896,2.2436000000000003,4.679600000000001
2018-06-28,6.0572,6.5448,4.408,0.9896,2.2436000000000003,4.679600000000001
2018-07-01,6.0572,6.5448,4.408,0.9896,2.2436000000000003,4.679600000000001
2018-07-04,6.0572,6.5448,4.408,0.9896,2.2436000000000003,4.679600000000001
2018-07-07,6.0572,6.5448,4.408,0.9896,2.2436000000000003,4.679600000000001
2018-07-10,2.4564,3.5124,1.6532,0.168,2.8120000000000003,1.3732
2018-07-13,0.11760000000000001,0.0,0.5552,0.0268,0.11120000000000001,0.0028
2018-07-16,14.607600000000001,15.904800000000002,15.749600000000001,15.7596,15.852,14.986
2018-07-22,14.607600000000001,15.904800000000002,15.749600000000001,15.7596,15.852,14.986
2018-07-25,14.607600000000001,15.904800000000002,15.749600000000001,15.7596,15.852,14.986
2018-07-28,14.6004,15.904800000000002,15.7484,15.7596,15.852,14.986
2018-07-31,14.607600000000001,15.904800000000002,15.749600000000001,15.7596,15.852400000000001,14.986
2018-08-03,14.607600000000001,15.904800000000002,15.749600000000001,15.7596,15.852400000000001,14.986
2018-08-06,14.607600000000001,15.904800000000002,15.749600000000001,15.7596,15.852400000000001,14.986
2018-08-09,14.607600000000001,15.904800000000002,15.749600000000001,15.7596,15.852400000000001,14.986
2018-08-12,0.0024000000000000002,0.0032,0.048400000000000006,0.008400000000000001,0.007200000000000001,0.0
2018-08-15,0.0296,0.0032,0.09240000000000001,0.01,0.010400000000000001,0.0
2018-08-18,0.0296,0.0032,0.09240000000000001,0.01,0.010400000000000001,0.0
2018-08-21,0.0296,0.0032,0.09240000000000001,0.01,0.010400000000000001,0.0
2018-08-24,0.0024000000000000002,0.0,0.04,0.0032,0.0008,0.0
2018-08-27,0.0024000000000000002,0.0,0.04,0.0032,0.0008,0.0
2018-08-30,0.0024000000000000002,0.0,0.04,0.0032,0.0008,0.0
